"","RESPID","Q 1","Q 2","Q 3","Q 4","Q 5","Q 6","Q 7","Q 8","Q 9","Q 10","Q 11","Q 12","Q 13","Q 14","Q 15","Q 16","Q 17","Q 18","Q 19","Q 20","Q 21","Q 22","Q 23","Q 24","Q 25","Q 26","Q 27","Q 28","Q 29","Q 30","Q 31","Q 32","Q 33","Q 34","Q 35","Q 36","Q 37","Q 38","Q 39","Q 40","Q 41","Q 42","Q 43","Q 44","Q 45","Q 46","Q 47","Q 48","Q 49","Q 50","Q 51","Q 52","Q 53","Q 54","Q 55","Q 56","Q 57","Q 58","Q 59","Q 60","Q 61","Q 62","Q 63","Q 64","Q 65","Q 66","Q 67","Q 68","Q 69","Q 70","Q 71","Q 72","Q 73","Q 74","Q 75","Q 76","Q 77","Q 78","Q 79","Q 80","Q 81"
"787",9171,4,4,3,3,3,3,4,4,3,4,1,3,3,3,4,1,2,5,5,1,5,3,3,5,2,3,2,3,4,1,1,4,3,4,18,1,5,5,2,3,5,2,4,3,1,10,2,11,1,4,2,7,5,3,5,3,3,3,4,4,4,3,3,4,2,2,3,3,4,4,3,4,4,4,4,4,4,3,3,0,0
"1100",19756,4,2,2,4,4,3,3,3,3,5,3,2,4,4,4,3,3,4,5,3,5,3,4,5,4,3,3,3,4,0,0,5,3,3,24,3,4,5,4,2,3,3,5,2,3,20,1,11,1,1,1,39,3,3,4,4,4,5,5,5,5,5,3,3,5,5,4,5,4,4,5,5,4,4,5,3,4,5,4,0,0
"45",225948,5,3,3,4,3,4,4,5,2,3,4,2,3,3,4,4,4,5,4,5,5,5,3,5,4,3,4,4,5,0,0,4,4,7,32,2,5,3,4,3,2,3,5,5,4,100,2,19,1,1,3,39,4,4,3,4,4,4,4,4,5,4,3,4,4,4,3,4,4,4,5,4,4,5,4,3,4,4,3,0,1
"2415",2500,4,4,2,2,4,5,4,4,2,4,5,4,4,4,4,4,3,5,5,4,5,5,3,5,4,2,4,4,5,1,1,4,3,2,17,3,3,4,4,2,5,2,3,2,4,35,1,14,3,1,3,1,5,4,4,3,2,4,4,4,4,3,4,4,3,3,4,2,4,3,5,3,4,5,4,2,3,4,4,0,0
"2112",222920,4,2,4,4,5,4,3,4,2,3,5,4,5,5,5,3,2,4,4,2,5,4,5,3,4,2,2,2,5,1,1,4,4,2,19,3,5,4,3,3,5,3,3,3,3,35,1,18,1,1,4,10,4,3,3,4,5,4,4,2,1,4,3,2,2,4,4,4,5,4,3,4,5,4,5,4,4,3,4,0,1
"2146",473066,3,4,4,4,2,4,3,5,2,4,4,4,2,2,4,2,3,4,4,3,4,4,4,5,4,2,3,3,4,1,1,4,1,2,16,1,4,5,4,2,5,2,1,2,1,30,2,15,1,1,2,1,4,2,3,2,3,4,4,4,4,3,4,2,2,3,4,2,4,4,4,4,4,4,4,3,4,4,4,1,1
"758",480302,5,3,3,5,4,4,4,4,3,4,4,2,3,4,4,2,3,4,4,4,4,4,3,4,4,2,3,2,3,1,1,4,4,4,23,2,3,3,3,2,5,2,3,3,2,20,1,18,1,1,3,5,2,4,4,3,3,5,5,5,4,3,4,3,2,4,5,4,4,5,5,4,4,4,4,4,4,4,4,1,1
"1868",1694,4,3,2,4,1,5,5,3,4,3,3,3,2,1,4,1,2,4,4,1,5,4,3,5,4,1,5,2,4,3,1,2,3,2,23,1,5,5,3,3,1,5,5,5,5,30,2,1,1,2,3,85,3,5,2,4,3,5,4,3,2,5,1,5,5,5,4,5,4,5,3,2,4,3,5,1,5,5,4,1,0
"2325",231429,3,4,1,3,3,3,1,4,1,4,1,4,2,2,3,1,3,3,4,2,4,3,4,4,2,1,2,2,4,1,1,4,11,2,22,2,1,5,3,2,3,4,5,3,4,90,2,14,3,1,4,40,4,3,4,3,4,4,3,4,4,3,4,3,3,3,3,3,3,4,3,4,3,4,4,3,4,4,2,1,1
"1476",421249,4,3,3,4,3,4,3,3,3,5,3,4,3,3,4,5,4,4,4,5,3,5,3,4,5,4,3,4,5,2,1,5,5,3,15,4,4,4,4,3,4,4,4,4,4,33,1,13,1,1,1,1,2,4,4,3,3,3,3,3,4,5,3,3,4,4,3,3,3,3,4,3,5,3,3,5,4,3,3,1,1
"319",2435,3,2,4,5,5,3,3,5,3,1,5,1,3,4,4,5,5,4,3,3,4,5,5,4,4,5,5,5,2,1,1,4,4,6,22,2,5,5,3,4,1,3,4,3,1,18,1,11,1,2,3,13,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,0,0
"1917",3199,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,4,4,2,4,4,3,4,4,3,2,1,4,0,0,5,4,2,20,2,5,5,4,2,5,4,3,4,4,30,1,15,5,1,1,35,4,4,3,3,4,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,4,3,0,0
"78",240958,3,3,4,4,4,4,4,3,3,4,2,2,4,4,4,4,3,4,4,4,5,5,4,5,4,4,5,4,4,1,1,5,6,6,28,2,5,4,4,3,3,4,5,3,4,50,2,19,1,2,4,13,3,3,4,4,4,5,5,5,3,5,3,5,4,5,5,5,5,5,5,5,5,3,5,4,4,4,4,0,1
"120",223446,4,2,4,5,4,5,4,3,2,3,1,2,4,4,4,4,3,4,4,3,5,5,5,5,4,4,4,5,5,1,1,4,5,6,20,2,5,5,4,3,1,2,3,5,1,20,2,10,1,7,4,36,4,3,3,4,4,4,4,3,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"63",230070,4,2,5,4,5,5,5,3,5,4,3,2,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,4,0,0,4,6,6,20,3,3,4,4,2,3,3,3,4,4,35,2,16,3,5,4,5,5,5,5,4,4,5,5,4,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,1,1
"1609",227741,2,4,5,4,3,4,4,3,4,4,1,2,3,3,4,3,3,4,4,2,5,5,3,4,4,3,4,2,4,1,1,5,3,2,20,3,5,5,4,2,2,5,4,4,4,30,1,17,1,1,2,39,2,3,4,4,3,4,4,4,4,5,2,4,4,4,3,4,3,4,4,4,4,5,4,4,4,4,4,0,1
"127",13165,4,2,4,4,4,5,5,3,3,2,5,3,3,3,4,4,4,5,5,4,5,5,4,5,4,3,3,3,5,1,1,4,3,6,25,3,4,4,3,2,4,3,4,3,4,30,1,13,1,1,4,5,3,4,3,4,3,3,4,4,3,4,4,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,0,0
"2699",2835,4,1,4,5,3,5,4,4,2,3,4,2,3,4,4,4,3,4,4,3,5,4,2,5,4,3,3,4,4,1,1,4,3,1,24,2,4,3,4,3,4,4,4,4,4,80,1,15,1,2,4,4,2,2,3,4,3,3,5,4,4,5,2,5,2,4,5,4,4,3,4,3,5,3,5,5,4,5,4,0,0
"1386",232028,4,2,3,5,4,3,3,3,3,4,4,3,3,4,4,3,3,4,3,2,3,4,3,4,4,3,3,3,4,1,1,4,5,3,24,3,5,4,3,2,1,4,5,3,4,12,2,1,1,5,4,84,3,3,3,3,2,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,1,1
"1253",239642,4,3,4,4,2,4,4,5,3,4,1,3,3,3,3,2,3,4,4,2,5,4,2,5,4,3,3,4,4,2,1,4,4,3,24,3,1,5,3,2,4,3,5,4,5,60,2,19,3,1,4,24,4,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0
"2384",225528,4,2,3,5,4,3,2,4,2,4,5,3,2,3,3,4,3,3,4,3,5,4,3,5,3,2,3,2,4,1,1,4,5,2,21,1,5,5,5,2,1,3,3,5,3,15,1,14,1,2,3,44,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,5,4,4,3,4,4,4,0,0
"2153",230183,4,1,4,5,4,4,4,5,4,2,4,4,3,3,4,4,4,4,5,4,5,4,4,5,3,2,5,4,5,1,1,4,7,2,34,3,5,4,4,3,3,2,4,2,5,30,2,16,1,6,3,8,3,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,1,1
"2011",228870,4,2,2,3,4,3,4,4,2,4,4,2,2,3,4,3,3,4,4,3,4,4,4,4,3,1,2,2,4,1,1,4,2,2,14,3,3,3,3,3,5,4,3,3,3,8,1,14,3,1,4,24,2,4,4,4,3,4,4,4,4,3,4,2,2,3,4,2,3,5,4,4,4,4,4,3,3,4,3,0,1
"2058",1987,4,4,3,4,3,4,4,4,2,3,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,2,3,4,4,1,1,4,2,2,14,3,2,2,3,2,5,2,2,1,2,30,1,12,1,5,4,42,4,3,3,3,3,3,3,4,4,3,3,2,3,3,2,3,4,4,4,4,4,4,4,4,4,4,3,0,0
"778",5229,5,4,4,4,4,5,4,4,3,4,4,3,4,4,4,4,4,5,5,2,5,5,4,5,4,4,3,4,4,0,0,4,3,4,18,3,4,4,5,2,4,3,4,3,4,70,1,13,1,1,1,3,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,3,5,4,4,4,4,4,4,2,4,5,4,1,0
"1402",6462,5,4,3,4,2,5,4,5,2,5,4,2,2,3,4,2,2,4,4,4,4,4,4,4,4,4,3,4,4,0,0,4,4,3,21,2,5,5,4,2,5,4,5,4,2,25,1,16,1,1,2,39,4,4,4,4,4,5,5,5,3,4,5,4,4,5,5,4,4,4,5,5,5,4,5,3,4,5,4,0,0
"872",225076,4,3,3,4,3,4,3,3,3,4,3,3,3,3,4,3,4,4,4,3,4,4,3,4,4,3,3,4,4,1,1,5,3,4,30,1,4,4,4,2,1,4,4,4,4,15,2,19,1,1,3,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1
"79",420180,4,2,4,5,4,3,4,4,4,2,2,2,4,3,3,3,3,4,4,3,4,4,3,5,3,4,3,3,3,0,0,4,6,6,20,2,4,4,4,2,1,4,4,4,4,20,2,15,1,1,1,39,4,3,4,5,4,4,5,5,5,5,4,4,5,4,4,3,4,4,4,5,5,5,4,3,4,4,4,1,1
"1251",486497,3,1,3,4,3,4,4,3,3,3,3,3,3,3,3,2,3,4,4,3,4,4,3,4,4,3,4,3,4,1,1,4,3,3,19,2,5,5,3,2,5,2,3,3,3,100,1,12,1,1,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"1314",223775,5,5,1,4,1,5,5,5,4,4,5,2,2,2,5,4,4,5,4,5,5,5,5,5,4,4,4,5,5,1,1,5,2,3,16,1,5,5,5,4,3,4,3,5,4,50,2,14,1,1,1,28,4,3,4,3,4,5,5,5,5,5,3,5,5,5,3,5,3,3,3,3,5,5,5,3,5,3,5,1,1
"1127",22717,4,2,4,4,4,4,3,4,4,4,5,2,3,4,5,5,3,4,4,4,5,5,5,5,5,3,4,4,4,1,1,4,3,3,21,1,4,5,4,4,3,5,4,4,5,25,2,15,1,2,1,9,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,0,0
"2474",18888,4,3,3,3,3,3,4,4,2,3,4,4,2,3,3,3,3,4,5,3,4,4,3,4,3,2,3,4,5,1,1,4,1,2,16,2,5,2,2,2,5,1,3,1,1,20,1,12,1,5,4,1,3,3,4,4,3,5,4,5,5,4,4,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,0,0
"2039",2171,3,3,2,3,4,4,3,4,2,4,4,4,2,2,4,3,3,4,4,4,4,4,3,4,4,2,2,3,4,1,1,5,1,2,25,2,3,3,4,2,4,3,3,2,3,30,2,14,1,5,4,24,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,2,4,4,4,0,0
"818",22478,4,4,2,3,3,4,3,4,1,3,4,4,3,3,3,2,3,4,4,4,4,4,4,4,4,3,3,3,4,0,0,4,3,4,30,2,3,4,4,1,4,4,4,4,4,40,2,12,5,1,1,29,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,0,0
"2515",1592,4,2,2,4,2,3,3,3,2,2,4,2,3,2,3,3,3,3,3,1,3,4,1,4,4,1,1,2,4,1,1,2,4,2,20,2,5,2,3,3,4,4,4,3,4,15,1,1,6,6,4,4,1,3,4,4,4,4,4,4,4,4,2,4,3,4,4,4,3,4,4,5,4,4,4,4,2,4,3,0,0
"1058",228844,4,2,3,5,4,4,3,4,3,3,4,2,3,5,4,4,4,4,5,4,5,5,5,4,3,3,5,4,3,1,1,5,5,3,24,4,3,3,3,4,5,3,3,3,3,30,1,17,4,2,3,3,3,3,3,3,4,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,5,4,4,3,3,4,3,0,1
"943",8667,4,3,3,3,4,3,2,3,4,4,4,4,3,3,3,3,2,3,3,4,3,4,3,4,3,4,2,3,3,0,0,4,2,4,20,1,5,5,5,1,5,3,3,3,3,100,2,11,1,3,1,44,4,4,4,4,5,4,3,3,3,4,3,3,3,4,4,4,5,5,4,5,3,3,3,3,3,3,5,0,0
"1469",470800,4,5,5,4,5,4,2,4,4,3,3,1,5,4,4,3,3,5,5,3,4,4,3,4,5,3,3,4,3,0,0,4,3,3,22,3,5,4,5,4,2,2,3,5,4,50,1,13,5,1,1,3,2,3,4,4,3,4,4,4,5,3,3,4,4,4,5,5,4,4,4,4,4,4,4,3,4,5,4,1,1
"525",477113,4,3,3,3,3,4,3,5,3,4,5,4,2,4,4,2,4,5,5,2,5,5,5,4,4,4,4,3,4,0,0,4,2,5,10,3,4,4,4,3,5,2,4,2,4,45,1,11,3,1,3,28,4,4,3,3,4,4,4,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,5,3,3,4,0,1
"1114",4653,5,3,3,5,4,4,3,3,2,4,4,1,4,4,5,2,2,4,4,2,4,3,3,5,4,3,3,2,4,1,1,5,5,3,22,1,5,5,5,2,1,3,4,4,4,60,2,11,3,1,4,9,2,2,4,4,4,4,4,4,3,2,1,3,5,5,5,5,4,5,5,3,5,3,3,4,3,4,4,0,0
"413",21410,5,1,5,4,5,5,4,4,3,3,3,1,5,5,5,5,4,5,5,4,5,4,5,5,4,5,5,5,5,1,1,5,5,5,42,1,5,3,4,3,5,2,4,3,4,100,2,18,6,1,1,5,5,4,4,3,5,5,4,5,3,2,3,3,3,5,5,5,4,4,3,5,5,5,3,4,4,4,4,0,0
"2741",230135,4,4,2,4,4,4,4,3,4,4,2,2,2,3,3,1,1,4,4,4,5,4,4,4,3,2,2,3,4,1,1,5,11,1,20,3,5,4,4,2,4,3,4,4,4,20,2,17,1,1,4,3,4,3,3,3,3,4,3,3,4,4,4,3,3,3,4,3,3,4,3,4,4,4,4,2,4,4,4,0,1
"604",12482,4,4,4,5,4,5,4,5,4,4,4,4,5,5,5,3,5,4,4,5,5,5,5,5,4,4,5,5,5,1,1,4,3,5,21,2,4,4,4,2,5,3,4,4,4,55,1,12,1,1,2,5,5,4,4,4,5,5,5,4,5,4,4,4,5,4,4,5,5,5,4,5,5,5,5,4,4,5,5,0,0
"2793",20303,5,3,2,3,3,3,3,5,3,4,4,3,2,2,5,3,3,4,4,3,5,4,4,4,3,2,3,3,4,1,1,5,1,1,20,1,5,5,3,2,5,3,5,3,3,30,2,1,6,2,3,54,3,3,3,4,4,4,4,3,3,3,3,3,4,4,3,3,4,3,3,3,3,4,4,2,3,3,3,1,0
"1838",472014,5,5,2,3,3,4,4,4,2,2,4,4,3,4,3,1,1,4,4,2,4,4,4,4,4,1,2,2,2,1,1,4,2,2,20,1,1,4,4,1,5,1,1,1,1,30,2,16,3,1,1,47,5,2,4,4,4,4,3,4,4,5,3,5,3,4,3,4,4,4,5,4,4,4,4,4,4,3,2,0,1
"961",8474,3,4,3,3,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,4,4,3,4,3,3,1,1,5,2,4,30,4,3,4,5,2,5,4,5,4,5,40,1,1,5,1,2,9,3,3,4,4,3,4,4,4,4,4,5,4,4,4,3,4,4,4,5,5,5,5,4,4,4,4,4,1,0
"1680",225359,4,4,2,4,5,4,5,4,4,3,4,2,4,5,5,3,4,4,5,3,4,4,4,5,5,4,4,4,5,1,1,5,2,2,24,3,4,4,4,3,4,4,4,4,4,35,1,15,1,1,1,24,4,4,4,4,4,4,4,4,5,5,4,3,2,4,3,5,4,3,3,4,4,3,4,3,3,4,4,1,0
"1722",481785,5,5,1,1,1,4,4,5,2,2,5,2,1,1,1,1,1,4,5,1,4,2,1,5,4,1,1,2,5,0,0,4,1,2,25,4,1,1,2,1,1,1,1,1,1,100,1,1,1,6,3,28,3,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,1,4,5,4,1,1
"2708",223437,5,2,3,4,3,4,4,4,3,3,3,2,2,3,4,1,2,5,5,2,5,4,3,5,3,2,1,1,3,0,0,4,3,1,20,1,5,5,3,1,4,5,5,5,5,20,2,16,1,1,1,1,3,4,3,5,3,4,4,4,4,5,4,3,4,3,4,3,4,4,4,4,4,4,4,2,4,4,4,0,1
"1574",232150,4,3,3,4,3,4,4,4,4,2,4,2,4,4,4,3,3,4,4,3,4,4,2,5,4,2,4,4,4,1,1,5,3,2,20,2,5,3,5,4,1,3,5,1,3,80,1,16,6,1,3,17,4,5,4,3,4,4,4,5,4,3,4,3,4,4,4,4,3,4,4,4,4,3,4,2,4,5,5,1,1
"1795",235639,5,3,2,5,3,4,4,4,2,4,1,3,2,2,1,1,2,4,4,3,5,3,1,4,4,2,2,2,5,1,1,4,4,2,25,1,5,5,5,1,1,5,5,5,5,15,2,18,3,1,3,22,3,3,3,3,4,3,4,4,5,5,3,3,3,3,4,3,3,3,3,3,5,5,5,3,3,3,3,0,1
"673",236774,4,3,4,3,4,5,4,4,3,4,2,3,3,4,4,4,4,5,5,4,5,5,3,5,4,4,4,3,4,1,1,4,3,4,17,2,5,4,4,1,5,3,4,2,4,25,2,15,1,1,1,28,3,4,4,4,4,3,4,4,5,4,4,4,5,4,4,5,4,5,4,5,4,4,5,4,4,4,5,1,1
"857",421739,5,4,4,4,4,5,4,5,3,3,4,3,3,3,4,4,3,5,5,4,5,4,4,4,5,3,4,4,5,1,1,5,2,4,18,3,3,5,4,2,5,2,3,3,4,25,1,13,1,2,4,1,5,4,4,5,4,3,5,4,4,3,4,4,4,3,4,3,5,4,5,3,4,5,5,4,4,5,3,0,1
"688",423266,5,1,5,5,5,5,4,1,4,4,4,1,5,5,4,4,4,4,5,4,5,5,5,5,4,4,5,4,5,1,1,5,3,4,20,3,4,4,4,2,4,4,4,3,4,90,2,13,1,1,2,26,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,3,4,4,4,4,4,3,3,3,4,1,1
"640",2826,3,5,4,4,4,4,3,3,5,4,5,5,4,4,4,4,4,4,3,5,4,3,4,4,3,4,4,4,4,1,1,5,2,5,22,2,5,2,4,2,2,5,4,4,5,18,1,16,1,1,1,37,5,4,4,3,4,4,4,4,3,4,5,4,4,5,4,3,4,4,5,4,4,4,5,4,3,5,4,0,0
"1511",21242,4,4,4,4,4,5,4,4,4,4,4,3,4,5,4,4,4,5,4,5,5,4,5,5,5,5,4,4,4,1,1,4,2,3,20,2,4,4,3,2,5,5,4,2,3,100,2,10,1,7,3,4,5,4,4,4,4,4,4,4,5,5,5,4,4,5,5,4,5,4,5,4,5,4,5,2,3,4,5,0,0
"2774",223913,4,4,1,4,1,2,1,3,1,2,4,4,1,1,3,1,1,3,3,3,4,4,1,4,2,1,2,3,4,1,1,4,2,1,19,3,5,5,3,3,2,3,3,5,3,100,1,17,1,1,4,28,4,3,3,3,3,4,4,4,4,5,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,0,1
"1216",229937,5,4,4,4,5,5,4,4,4,4,1,3,3,4,4,3,4,5,5,3,4,4,4,5,4,4,3,3,5,0,0,4,5,3,25,2,3,3,4,2,3,4,4,4,4,20,2,15,3,1,2,48,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"1303",19999,4,2,2,4,4,4,3,4,2,3,2,3,3,5,2,2,3,4,4,2,4,4,3,4,3,3,4,3,4,1,1,5,4,3,23,1,5,5,5,1,2,5,5,2,5,30,2,16,1,1,2,5,3,4,4,4,4,4,4,4,4,2,4,4,4,4,3,3,3,4,4,4,4,4,2,3,3,3,3,0,0
"1740",475311,4,3,4,4,4,4,4,4,4,4,4,3,2,2,2,2,1,4,4,2,4,4,2,5,4,2,2,3,4,0,0,4,3,2,24,3,4,5,5,2,3,3,3,5,5,45,1,19,1,3,3,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,0,1
"1449",236324,5,3,5,5,4,3,3,5,3,4,5,3,3,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,4,0,0,4,2,3,20,3,5,2,3,4,5,4,3,2,3,45,1,18,1,1,3,39,5,2,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,5,3,2,3,4,5,5,5,5,0,1
"1141",471229,4,3,4,5,4,5,4,3,4,5,5,4,3,4,4,3,3,5,5,3,5,4,5,4,4,3,4,4,4,0,0,4,4,3,23,1,4,5,3,3,5,3,3,2,3,40,2,1,1,7,4,43,5,5,5,5,5,3,5,4,5,5,5,5,4,5,5,4,5,5,4,4,5,4,4,3,5,5,5,0,1
"1572",231425,4,2,2,4,4,3,3,4,5,4,4,3,4,2,3,3,4,4,4,2,5,5,4,4,4,1,4,4,5,1,1,4,7,2,25,2,4,5,5,2,1,3,3,4,4,10,2,15,1,2,1,3,4,3,4,4,4,2,5,4,5,4,2,3,4,4,5,4,4,4,5,4,3,4,4,3,4,2,5,1,1
"2811",224990,3,3,4,4,3,3,4,3,4,3,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,1,1,4,4,1,20,3,4,3,3,2,3,4,3,4,4,45,1,15,1,1,4,3,4,3,3,4,4,3,4,4,4,4,3,3,3,3,3,4,4,3,3,3,4,3,3,2,3,3,3,0,0
"765",488300,4,3,4,3,3,4,4,3,2,3,2,4,2,3,3,1,3,5,4,2,4,3,3,4,3,4,1,1,4,0,0,4,1,4,20,1,3,3,4,1,4,3,4,3,1,10,2,1,5,6,1,47,3,3,3,5,3,5,4,3,4,4,3,5,2,5,5,4,4,5,4,4,5,4,4,3,3,3,3,0,1
"920",231982,3,4,3,4,2,3,3,4,3,3,4,3,4,2,4,2,2,2,3,2,2,3,2,4,3,4,2,3,4,1,1,5,1,4,32,3,1,3,4,2,2,3,4,3,4,55,2,1,5,1,2,4,2,3,3,4,3,3,3,4,4,4,4,4,3,3,2,4,4,4,4,4,4,3,4,3,3,4,4,0,1
"1939",14201,3,5,1,3,2,4,3,4,2,4,2,4,1,3,3,2,1,4,5,2,5,4,3,4,3,3,2,2,2,0,0,4,11,2,12,4,5,2,2,1,3,1,4,1,3,24,1,12,1,5,4,40,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
"1667",2081,4,3,4,4,4,4,4,3,4,3,1,2,4,3,3,2,2,4,3,2,4,4,2,5,3,2,1,4,3,1,1,5,3,2,19,3,5,4,3,4,1,5,4,4,5,50,1,15,1,1,1,39,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,0
"693",235705,4,1,4,5,4,4,4,2,4,2,4,2,2,4,4,4,4,4,4,3,5,3,5,4,4,4,3,3,3,1,1,5,2,4,18,2,4,4,3,3,4,4,4,4,4,30,1,19,1,1,2,39,5,5,5,4,5,3,4,5,3,4,2,4,3,3,5,4,5,5,3,4,4,4,4,2,5,5,3,0,1
"1006",479723,5,2,4,5,4,5,5,5,5,5,2,4,3,4,5,4,3,5,5,3,4,5,4,3,5,4,2,3,4,0,0,4,2,3,25,1,3,1,4,1,1,4,5,3,5,50,2,15,3,1,3,34,4,4,3,4,3,4,4,4,4,4,4,3,4,5,4,3,3,3,4,5,4,4,4,5,5,4,5,0,1
"1858",15690,5,5,3,5,3,5,5,4,4,5,3,5,3,3,3,1,1,5,5,4,5,5,1,5,3,1,5,4,4,0,0,5,2,2,20,1,5,5,4,1,5,5,5,4,5,30,2,17,1,1,1,50,4,5,4,5,4,4,5,3,3,5,5,5,5,5,5,5,4,5,5,4,4,3,4,2,4,5,5,0,0
"392",19198,4,2,4,4,4,5,5,5,4,2,4,1,4,5,4,5,5,4,5,4,5,5,5,4,5,4,4,4,4,1,1,5,4,5,25,2,5,5,3,3,4,5,3,3,3,156,2,15,1,1,3,48,4,4,5,5,5,5,4,4,4,5,4,4,5,4,5,4,5,4,4,5,5,5,5,4,5,4,2,0,0
"717",22941,2,2,5,5,5,5,5,1,5,2,3,1,5,5,5,3,3,4,4,3,5,4,2,5,5,5,4,4,5,1,1,5,3,4,21,2,5,5,5,2,2,5,4,5,5,45,1,16,1,1,3,5,3,4,4,5,4,5,4,5,5,5,3,5,3,4,5,3,3,5,5,4,4,5,5,3,4,4,4,0,0
"777",10529,4,2,4,5,3,4,4,4,2,4,1,3,3,2,2,1,3,5,4,4,5,4,1,5,4,4,4,1,4,0,0,4,2,4,34,1,4,4,4,2,1,4,4,4,4,150,2,11,1,1,2,10,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,0,0
"2008",230978,2,3,4,4,2,3,3,4,1,2,4,4,2,2,4,3,2,4,4,4,4,4,2,4,4,3,2,3,4,1,1,4,2,2,20,1,4,4,4,2,3,3,3,4,3,20,2,13,3,5,4,39,4,4,3,4,3,4,4,3,4,3,3,3,4,3,3,3,4,3,4,4,4,4,4,2,3,4,3,0,1
"1177",238704,4,2,3,4,4,3,4,4,2,4,2,3,3,2,4,2,3,3,4,2,3,4,4,4,3,3,2,2,2,1,1,4,4,3,19,2,4,4,4,3,1,3,2,5,3,20,1,19,1,1,3,28,4,2,4,3,3,4,4,4,4,5,2,3,5,4,4,4,4,2,4,4,3,4,4,4,3,4,3,1,1
"1347",476233,5,5,4,5,5,5,4,5,3,5,5,4,4,5,5,4,4,5,4,3,5,4,5,4,5,3,4,4,5,1,1,4,2,3,20,3,4,5,4,3,5,4,5,4,3,100,1,10,4,4,2,1,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,3,5,4,5,4,4,5,5,4,4,3,3,1,1
"1783",234441,4,2,3,4,4,4,3,4,2,3,2,4,2,2,4,2,3,4,4,2,4,4,2,4,3,2,4,3,3,1,1,4,8,2,15,1,5,4,3,2,2,3,4,3,3,45,2,18,1,5,4,46,4,4,3,3,4,4,4,4,4,3,3,4,3,4,3,3,3,3,4,4,4,4,4,3,4,3,3,0,1
"27",225038,4,3,3,4,4,4,4,3,3,4,3,2,4,4,4,3,3,4,4,3,4,3,4,4,4,3,3,3,4,1,1,4,6,7,32,2,4,4,4,3,2,4,4,3,4,100,1,17,1,1,2,39,3,3,4,3,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,0,1
"1211",484976,4,1,3,4,4,4,5,5,4,4,1,4,2,2,4,3,1,5,5,4,5,4,4,5,5,4,4,4,4,1,1,4,6,3,25,2,5,5,3,1,3,4,5,4,4,30,2,11,6,1,2,10,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,5,4,0,0
